#,Name,Name (Default Variant),Image,Icon,Source,Rarity Group,Reorderable,Buy Price (Bells),Buy Price (Medals),Sell Price (Re-Tail),Sell Price (Nooklings),Sell Price (Leila),Type,Size,Wall-Mounted,Surface,Placeable on Surfaces,Can Trash,Can Be Walked On,Interactivity,Animated,Sound,HHA Base Points,HHA Series,HHA Series Type,HHA Theme Challenge,Color 1,Color 2,When HHA Lucky,Fashion,Catalog Keyword,Consumable,Customizable,Customization Cost,Total Variant Count,Body Variant Count,Customizable Body Name,Pattern Variant Count,Customizable Pattern Name,Ore Variant Count,Customization Ores,Notes,Name (1.0),Name (English EU),Name (Japanese),Name (Spanish NA),Name (Spanish EU),Name (French NA),Name (French EU),Name (German),Name (Italian),Name (Korean),# (EN-EU),# (JP),# (ES-NA),# (ES-EU),# (FR-NA),# (FR-EU),# (GER),# (ITA),# (KOR),Version Added,Buy Price (Internal),Hex ID (1.0),Hex ID (1.4),Model Filename,New To Series,Name (GCN),Name (WW),Name (CF),Name (NH),Name (HHD),Name (PC)
0051,astro lamp,astro lamp (Orange and white),,,Nooklings,A,Yes,"2,680",-,670,536,-,Light,1x1,No,No,No,,,Toggle,Light,Press,151,astro,Series,Trendy / Sci-Fi,white,orange,-,flashy,,No,Yes,268,3,3,the body color,1,-,-,-,,-,-,きんみらいなランプ,lámpara futurista,lámpara futurista,lampe astro,lampe astro,Astrolampe,lampada futuro,미래형 램프,0049,0465,0786,0786,0870,0868,0066,0591,0536,1.0,2680,2D4F,2DF9,rmk_fut_lamp,Yes,,,,,astro lamp,-
0052,astro shelf,astro shelf (Orange and white),,,Nooklings,A,Yes,"2,800",-,700,560,-,-,1x1,No,No,No,,,-,-,-,151,astro,Series,Trendy / Sci-Fi,orange,white,-,flashy,,No,Yes,280,3,3,the body color,1,-,-,-,,-,-,きんみらいなシェルフ,estantería futurista,estantería futurista,étagère astro,étagère astro,Astroregal,scaffale futuro,미래형 쉘프,0050,0458,0590,0588,0618,0615,0067,1125,0539,1.0,2800,2D4E,2DF8,rmk_fut_shelf,Yes,,,,,astro shelf,-
0053,astro sofa,astro sofa (Orange and white),,,Nooklings,A,Yes,"3,280",-,820,656,-,Seat,2x1,No,No,No,,,Sit,-,Sit,151,astro,Series,Trendy / Sci-Fi,orange,white,-,flashy,,No,Yes,328,3,3,the body color,1,-,-,-,,-,-,きんみらいなソファ,sofá futurista,sofá futurista,canapé astro,canapé astro,Astrosofa,sofà futuro,미래형 소파,0051,0459,1504,1503,0275,0273,0069,1347,0538,1.0,3280,2D47,2DF1,rmk_fut_chairL,Yes,,,,,astro sofa,-
0054,astro table,astro table (Orange and white),,,Nooklings,A,Yes,"3,000",-,750,600,-,Table,2x1,No,Yes,No,,,,,,151,astro,Series,Trendy / Sci-Fi,orange,white,-,flashy,,No,Yes,300,3,3,the body color,1,-,-,-,,-,-,きんみらいなテーブル,mesa futurista,mesa futurista,table astro,table astro,Astrotisch,tavolo futuro,미래형 테이블,0052,0461,0988,0988,1476,1476,0071,1518,0545,1.0,3000,2D4C,2DF6,rmk_fut_tableM,Yes,,,,,astro table,-
0055,astro TV,astro TV (Orange and white),,,Nooklings,A,Yes,"3,200",-,800,640,-,-,2x1,No,No,Yes,,,,,,151,astro,Series,Trendy / Sci-Fi,orange,white,-,flashy,,No,Yes,320,3,3,the body color,1,-,-,-,,-,-,きんみらいなテレビ,tele futurista,tele futurista,télé astro,télé astro,Astrofernseher,TV futuro,미래형 TV,0053,0462,1609,1608,1616,1616,0064,1661,0535,1.0,3200,2D4D,2DF7,rmk_fut_tv,Yes,,,,,astro TV,-
0056,aurora screen,aurora screen,,,DLC,-,Yes,"4,080",-,"1,020",816,-,-,2x1,No,No,No,,,,,,300,-,-,Sci-Fi,colorful,black,-,basic,,No,No,-,1,1,-,1,-,-,-,,-,-,オーロラスクリーン,biombo aurora,biombo aurora,paravent aurore,paravent aurore,Nordlicht-Raumteiler,separé aurora,오로라 파티션,0054,0214,0191,0188,1183,1181,1012,1263,1015,1.0,4080,2E10,2EBA,int_mon_02,Yes,,,,,aurora screen,aurora screen
0057,autograph cards,autograph cards (Musician's autograph),,,Campground Shop,-,No,-,-,450,360,-,-,2x1,Yes,No,No,,,,,,151,-,-,-,white,white,-,modern,,No,Yes,180,2,1,-,2,the signer,-,-,,-,-,しきし,set de autógrafos,set de autógrafos,série d'autographes,série d'autographes,Kalligrafie-Deko,set calligrafie,두꺼운 종이,0055,0653,1398,1397,1402,1400,0663,1281,0323,1.4,1800,-,2FED,rmk_oth_shikishi_wall,Yes,,,,autograph cards,,-
0058,automatic washer,automatic washer,,,Nooklings,B,Yes,"4,800",-,"1,200",960,-,-,1x1,No,No,No,,,Toggle,Toggle,Toggle,151,-,-,Sci-Fi,white,white,-,basic,,No,No,-,1,1,-,1,-,-,-,,-,-,ぜんじどうせんたくき,lav. carga superior,lav. carga superior,lave-linge auto,lave-linge auto,Uralt-Waschmaschine,lavatrice automatica,전자동 세탁기,0056,0839,0832,0833,0938,0936,1607,0653,1171,1.0,4800,2B96,2C40,int_oth_washingA,No,,,,automatic washer,automatic washer,automatic washer
0059,autumn-leaf chair,autumn-leaf chair,,,DLC,-,Yes,"4,440",-,"1,110",888,-,Seat,1x1,No,No,No,,,Sit,-,Sit,300,-,-,Rustic,orange,orange,-,cute,,No,No,-,1,1,-,1,-,-,-,,-,-,おちばチェア,silla otoñal,silla otoñal,chaise automnale,chaise automnale,Herbstlaubstuhl,sedia foglia autunno,낙엽 체어,0057,0240,1458,1458,0337,0336,0572,1211,0195,1.0,4440,2E19,2EC3,int_mon_11,Yes,,,,,autumn-leaf chair,autumn-leaf chair
0060,Ayers Rock,Ayers Rock,,,Gulliver,-,Yes,"1,200",-,300,240,-,-,2x2,No,No,Yes,,,,,,1051,-,-,-,brown,brown,-,historical,,No,No,-,1,1,-,1,-,-,-,,-,-,エアーズロック,maqueta Ayers Rock,maqueta Ayers Rock,maquette d'Uluru,maquette d'Uluru,Ayers-Rock-Modell,modellino Ayers Rock,에어즈 록,0058,0168,0903,0900,1050,1049,0082,0802,0985,1.0,1200,2DC7,2E71,int_jhn_ayersrock,Yes,,,,,Ayers Rock,-
0061,azalea bonsai,azalea bonsai,,,Garden Shop,-,Yes,"1,500",-,375,300,-,Plant,1x1,No,No,Yes,,,-,-,-,199,bonsai,Set,Harmonious / Rustic,pink,blue,-,iconic,,No,No,-,1,1,-,1,-,-,-,,-,-,サツキのぼんさい,azalea bonsái,azalea bonsái,bonsaï azalée,bonsaï azalée,Azaleen-Bonsai,bonsai azalea,철쭉 분재,0059,0632,0114,0112,0178,0176,0083,0184,1242,1.0,1500,2B26,2BD0,int_bon_azalea,No,,,,,azalea bonsai,azalea bonsai
0062,azalea stool,azalea stool (Pink),,,Leif,-,No,-,-,550,-,-,Seat,1x1,No,Yes,No,,,Sit,-,Sit,751,-,-,Rustic / Fairy Tale,pink,pink,-,cute,,No,Yes,220,2,2,the flower color,1,-,-,-,,-,-,ツツジのスツール,taburete azalea,taburete azalea,tabouret azalée,tabouret azalée,Azaleenhocker,sgabello azalea,철쭉 스툴,0060,0993,1558,1558,1584,1584,0084,1305,1243,1.0,2200,2DF0,2E9A,rmk_flo_stool,Yes,,,,,azalea stool,azalea stool
0063,Baby bear,Baby bear (Blank),,,Nooklings,B,Yes,800,-,200,160,-,Doll,1x1,No,No,Yes,,,-,-,-,151,bear,Set,Fairy Tale / Toy Shop,orange,orange,-,cute,,No,Yes,80,6,6,the cloth,1,-,-,-,,-,-,くまのチビちゃん,osito,osito,bébé ours,bébé ours,Baby-Bär,orsetto,작은 곰인형,0061,0476,1148,1149,0138,0137,0096,0906,1138,1.0,800,2ADF,2B89,rmk_ber_bearS,No,,,,Baby bear,Baby bear,Baby bear
0064,baby bed,baby bed,,,Nooklings,B,Yes,"2,900",-,725,580,-,-,1x1,No,No,No,,,-,-,-,151,nursery,Theme,Fairy Tale,white,colorful,-,cute,,No,No,-,1,1,-,1,-,-,-,,-,-,ベビーベッド,cuna,cuna,lit bébé,lit bébé,Babybett,lettino,아기 침대,0062,1395,0528,0525,0955,0953,0097,0657,0913,1.0,2900,2A90,2B3A,int_bab_bed,No,,,,baby bed,baby bed,baby bed
0065,Baby panda,Baby panda,,,Nooklings,D,Yes,480,-,120,96,-,Doll,1x1,No,No,Yes,,,-,-,-,151,panda,Set,Harmonious / Fairy Tale / Toy Shop,white,green,-,cute,,No,No,-,1,1,-,1,-,-,-,,-,-,パンダのシャオシャオ,osito panda,osito panda,bébé panda,bébé panda,Baby-Panda,baby panda,작은 판다,0063,1274,1149,1150,0139,0138,0098,0110,1139,1.0,480,2AE3,2B8D,int_pnd_s,No,,,,Baby panda,Baby panda,-
0066,backpack,backpack,,,Tent Campers,-,Yes,"1,980",-,495,396,-,-,1x1,No,No,No,,,-,-,-,451,-,-,-,blue,brown,-,sporty,,No,No,-,1,1,-,1,-,-,-,,-,-,バックパック,mochila,mochila,sac à dos,sac à dos,Rucksack,zaino,등산 가방,0064,1202,1079,1078,1375,1373,1269,1738,0343,1.0,1980,2B69,2C13,int_tnt_backpack,No,,,,,backpack,backpack
0067,backyard pool,backyard pool,,,Nooklings,D,Yes,990,-,247,197,-,-,2x2,No,No,No,,,,,,151,mossy garden,Theme,-,aqua,aqua,-,sporty,,No,No,-,1,1,-,1,-,-,-,,-,-,プール,piscina,piscina,piscine de jardin,piscine de jardin,Planschbecken,piscina piccola,풀,0065,1335,1212,1216,1237,1235,1117,0991,1554,1.0,990,2A8A,2B34,int_gdn_pool,No,,,,,backyard pool,backyard pool
0068,bagpipes,bagpipes,,,Gulliver,-,Yes,"1,200",-,300,240,-,Instrument,1x1,No,No,No,,,Press,-,Press,1051,-,-,-,brown,black,-,iconic,,No,No,-,1,1,-,1,-,-,-,,-,-,バグパイプ,gaita,gaita,cornemuse,cornemuse,Dudelsack,cornamusa,백파이프,0066,1183,0670,0672,0539,0538,0291,0376,0592,1.0,1200,2DCB,2E75,int_jhn_bagpipe,Yes,,,,,bagpipes,-
0069,balance beam,balance beam,,,Louie's RV,-,No,-,-,700,560,-,-,2x1,No,No,No,,,,,,151,-,-,-,green,blue,-,sporty,,No,No,-,1,1,-,1,-,-,-,,-,-,へいきんだい,barra de gimnasia,barra de gimnasia,poutre gymnastique,poutre gymnastique,Schwebebalken,trave da ginnastica,평균대,0067,1392,0161,0158,1321,1319,1374,1630,1531,1.4,2800,-,2F2A,int_sch_heikindai,No,,,,,balance beam,-
0070,ball,ball (Basketball),,,Campground Shop,-,No,-,-,400,320,-,-,1x1,No,No,Yes,,,-,-,-,151,-,-,Toy Shop,orange,orange,-,sporty,,No,Yes,160,4,4,the type,1,-,-,-,,-,-,ボール,balón,balón,ballon,ballon,Ball,pallone,볼,0068,1413,0118,0115,0096,0096,0104,0914,0657,1.4,1600,-,2F3B,rmk_sch_ball,No,,,,ball,ball,-
0071,ball catcher,ball catcher (Plain brown ball),,,Nooklings,B,Yes,"2,040",-,510,408,-,-,2x2,No,No,No,,,,,,151,-,-,-,blue,brown,-,sporty,,No,Yes,204,4,4,the ball,1,-,-,-,,-,-,ボールいれ,jaula pelotas,jaula pelotas,porte-ballons,porte-ballons,Ballwagen,carrello,공보관함,0069,1414,0738,0739,1285,1283,0116,0242,0109,1.0,2040,2AC2,2B6C,rmk_sch_ballcase,No,,,,ball catcher,ball catcher,-
0072,ball return,ball return,,,Nooklings,D,Yes,"6,200",-,"1,550","1,240",-,-,2x1,No,No,No,,,,,,151,-,-,Toy Shop,white,colorful,-,sporty,,No,No,-,1,1,-,1,-,-,-,,-,-,ボウリングリターン,máquina de bolos,máquina de bolos,renvoi boules,renvoi boules,Bowlingmaschine,ritorno bocce,볼링 리턴,0070,1410,0909,0906,1361,1359,0178,1078,0658,1.0,6200,2B59,2C03,int_oth_bowl_return,No,,,,-,ball return,-
0073,balloon bed,balloon bed,,,Balloons,-,No,-,-,800,640,-,Bed,2x2,No,No,No,,,Sleep,-,Sleep,351,balloon,Series,Toy Shop,colorful,colorful,-,cute,,No,No,-,1,1,-,1,-,-,-,,-,-,バルーンベッド,cama globos,cama globos,lit ballons,lit ballons,Ballonbett,letto palloncini,풍선 침대,0071,1240,0318,0316,0954,0952,0105,0696,1564,1.0,3200,2DE4,2E8E,int_bal_bedW,Yes,,,,,balloon bed,balloon bed
0074,balloon chair,balloon chair,,,Balloons,-,No,-,-,620,496,-,Seat,1x1,No,No,No,,,Sit,-,Sit,351,balloon,Series,Toy Shop,colorful,colorful,-,cute,,No,No,-,1,1,-,1,-,-,-,,-,-,バルーンチェア,silla globos,silla globos,chaise ballons,chaise ballons,Ballonstuhl,sedia palloncini,풍선 체어,0072,1234,1441,1441,0338,0337,0113,1233,1563,1.0,2480,2DE5,2E8F,int_bal_chairS,Yes,,,,,balloon chair,balloon chair
0075,balloon clock,balloon clock,,,Balloons,-,No,-,-,620,496,-,Clock,1x1,Yes,No,No,,,-,Periodically,Always,351,balloon,Series,Toy Shop,colorful,colorful,-,cute,,No,No,-,1,1,-,1,-,-,-,,-,-,バルーンクロック,reloj globos,reloj globos,horloge ballons,horloge ballons,Ballonuhr,orologio palloncini,풍선 시계,0073,1232,1311,1311,0782,0780,0115,0893,1561,1.0,2480,2DE1,2E8B,int_bal_clockN,Yes,,,,,balloon clock,-
0076,balloon closet,balloon closet,,,Balloons,-,No,-,-,745,596,-,Closet,1x1,No,No,No,,,Storage,Press,Press,351,balloon,Series,Toy Shop,colorful,colorful,-,cute,,No,No,-,1,1,-,1,-,-,-,,-,-,バルーンクロゼット,armario globos,armario globos,armoire ballons,armoire ballons,Ballonschrank,armadio palloncini,풍선 옷장,0074,1231,0067,0067,0029,0029,0110,0074,1562,1.0,2980,2DE8,2E92,int_bal_chestF,Yes,,,,,balloon closet,-
0077,balloon dresser,balloon dresser,,,Balloons,-,No,-,-,670,536,-,Dresser,2x1,No,No,No,,,Storage,Press,Press,351,balloon,Series,Toy Shop,colorful,colorful,-,cute,,No,No,-,1,1,-,1,-,-,-,,-,-,バルーンチェスト,cómoda globos,cómoda globos,commode ballons,commode ballons,Ballonkommode,comò palloncini,풍선 수납장,0075,1235,0474,0472,0474,0473,0108,0342,1560,1.0,2680,2DE6,2E90,int_bal_chestA,Yes,,,,,balloon dresser,-
0078,balloon lamp,balloon lamp,,,Balloons,-,No,-,-,640,512,-,Light,1x1,No,No,No,,,Toggle,Light,Press,351,balloon,Series,Toy Shop,colorful,colorful,-,cute,,No,No,-,1,1,-,1,-,-,-,,-,-,バルーンランプ,lámpara globos,lámpara globos,lampe ballons,lampe ballons,Ballonlampe,lampada palloncini,풍선 램프,0076,1241,0787,0787,0872,0870,0109,0605,1558,1.0,2560,2DE2,2E8C,int_bal_lamp,Yes,,,,,balloon lamp,balloon lamp
0079,balloon sofa,balloon sofa,,,Balloons,-,No,-,-,670,536,-,Seat,2x1,No,No,No,,,Sit,-,Sit,351,balloon,Series,Toy Shop,colorful,colorful,-,cute,,No,No,-,1,1,-,1,-,-,-,,-,-,バルーンソファ,sofá globos,sofá globos,canapé ballons,canapé ballons,Ballonsofa,sofà palloncini,풍선 소파,0077,1233,1505,1504,0276,0274,0111,1359,1559,1.0,2680,2DE0,2E8A,int_bal_chairL,Yes,,,,,balloon sofa,-
0080,balloon table,balloon table,,,Balloons,-,No,-,-,720,576,-,Table,2x2,No,Yes,No,,,,,,351,balloon,Series,Toy Shop,colorful,colorful,-,cute,,No,No,-,1,1,-,1,-,-,-,,-,-,バルーンテーブル,mesa globos,mesa globos,table ballons,table ballons,Ballontisch,tavolo palloncini,풍선 테이블,0078,1236,0991,0991,1479,1479,0114,1538,1565,1.0,2880,2DE3,2E8D,int_bal_tableL,Yes,,,,,balloon table,balloon table
0081,balloon TV,balloon TV,,,Balloons,-,No,-,-,700,560,-,-,1x1,No,No,No,,,Toggle,Toggle,Toggle,351,balloon,Series,Toy Shop,colorful,colorful,-,cute,,No,No,-,1,1,-,1,-,-,-,,-,-,バルーンテレビ,tele globos,tele globos,télé ballons,télé ballons,Ballonfernseher,TV palloncini,풍선 TV,0079,1237,1611,1610,1617,1617,0106,1666,1556,1.0,2800,2DDF,2E89,int_bal_tv,Yes,,,,,balloon TV,balloon TV
0082,balloon vanity,balloon vanity,,,Balloons,-,No,-,-,700,560,-,-,1x1,No,No,No,,,-,-,-,351,balloon,Series,Toy Shop,colorful,colorful,-,cute,,No,No,-,1,1,-,1,-,-,-,,-,-,バルーンドレッサー,tocador globos,tocador globos,coiffeuse ballons,coiffeuse ballons,Ballonspiegel,toletta palloncini,풍선 화장대,0080,1239,1658,1656,0447,0446,0112,1600,1566,1.0,2800,2DE9,2E93,int_bal_dresser,Yes,,,,,balloon vanity,-
0083,balloon-dog lamp,balloon-dog lamp (Red),,,Balloons,-,No,-,-,750,600,-,Light,1x1,No,No,Yes,,,Toggle,Light,Press,351,balloon,Series,Toy Shop,red,red,-,cute,,No,Yes,300,6,6,the balloon color,1,-,-,-,,-,balloon-poodle lamp,バルーンドッグランプ,lámpara globos perro,lámpara globos perro,lampe-chien ballons,lampe-chien ballons,Ballonhundlampe,lampada cane pallon.,풍선 강아지 램프,0081,1238,0788,0788,0924,0922,0107,0575,1557,1.0,3000,2DE7,2E91,rmk_bal_lamp_dog,Yes,,,,,balloon-dog lamp,balloon-dog lamp
0084,bamboo bench,bamboo bench,,,Boots's RV,-,No,-,-,700,560,-,Seat,2x1,No,Yes,No,,,Sit,-,Sit,151,-,-,Rustic,yellow,yellow,-,historical,,No,No,-,1,1,-,1,-,-,-,,-,-,たけのベンチ,banco de bambú,banco de bambú,banc en bambou,banc en bambou,Bambusbank,panca in bambù,대나무 벤치,0082,0883,0122,0119,0107,0107,0118,0926,0282,1.4,2800,-,3000,int_jpn_bamboo_chairL,No,,,,bamboo bench,bamboo bench,bamboo bench
0085,bamboo fence,bamboo fence,,,Campground Shop,-,No,-,-,700,560,-,-,2x1,No,No,No,,,,,,151,-,-,Harmonious,brown,brown,-,historical,,No,No,-,1,1,-,1,-,-,-,,-,-,たけがき,mampara de bambú,mampara de bambú,palissade bambou,palissade bambou,Bambustrennwand,ringhiera bambù,대나무 발,0083,0882,0893,0890,1151,1149,0119,1076,0281,1.4,2800,-,2F8C,int_jpn_fence,No,,,,,bamboo fence,bamboo fence
0086,bamboo grass,bamboo grass,,,Isabelle,-,No,-,-,770,-,-,-,1x1,No,No,No,,,-,-,-,499,-,-,Harmonious,green,colorful,-,iconic,,No,No,-,1,1,-,1,-,-,-,,-,-,たなばたのささ,caña bambú,caña bambú,bambou à vœux,bambou à vœux,Bambus,pianta tradizionale,소원성취 대나무,0084,0895,0364,0362,0099,0099,0117,0966,0782,1.0,3080,2BFE,2CA8,int_oth_tanabata,No,,,,bamboo grass,,bamboo grass
0087,banana flower basket,banana flower basket,,,Kapp'n's RV,-,No,-,-,"3,000",-,-,-,1x1,No,No,No,,,-,-,-,151,-,-,Toy Shop,colorful,colorful,-,iconic,,No,No,-,1,1,-,1,-,-,-,,-,-,なんごくなディスプレイB,cesta con plátano,cesta con plátano,bouquet tropical B,bouquet tropical B,Bananenblumenkorb,cesta tropicale B,남국풍 꽃바구니 B,0085,1102,0413,0411,0206,0204,0120,0287,0199,1.4,12000,-,30AB,int_kpp_tropicalB,Yes,,,,,,-
0088,barbecue,barbecue,,,Nooklings,D,Yes,"1,760",-,440,352,-,-,1x1,No,No,No,,,-,Always,Always,151,mossy garden,Theme,-,red,red,-,sporty,,No,No,-,1,1,-,1,-,-,-,,-,-,バーベキューグリル,barbacoa,barbacoa,barbecue,barbecue,Grill,barbecue,바비큐 그릴,0086,1141,0158,0155,0123,0122,0526,0144,0568,1.0,1760,2A89,2B33,int_gdn_barbecue,No,,,,barbecue,,barbecue
0089,barbecue bed,barbecue bed,,,Nintendo Zone,-,No,-,-,711,568,-,Bed,2x2,No,No,No,,,Sleep,-,Sleep,300,-,-,-,brown,black,-,modern,,No,No,-,1,1,-,1,-,-,-,,-,-,ねぎしおぶたカルビベッド,cama barbacoa,cama barbacoa,lit lasagnes,lit lasagnes,Grillfleisch-Bett,letto lasagne,불고기 도시락 침대,0087,1116,0302,0300,0980,0978,0527,0688,0674,1.0,2844,2E25,2ECF,int_cvn_bedW,Yes,,,,,barbecue bed,-
0090,barbecue spit,barbecue spit,,,Felyne's RV,-,No,-,-,"3,000",-,-,-,2x1,No,No,No,,,,,,300,-,-,Toy Shop,brown,black,-,iconic,,No,No,-,1,1,-,1,-,-,-,,-,-,にくやきき,asador barbacoa,asador barbacoa,broche BBQ,broche BBQ,Grillspieß,spiedo barbecue,바비큐세트,0088,1104,0097,0097,0212,0210,0528,1385,0569,1.4,12000,-,301E,int_mnh_meat,No,,,,,barbecue spit,-
0091,barbell,barbell,,,Louie's RV,-,No,-,-,700,560,-,-,2x1,No,No,No,,,,,,151,-,-,-,black,gray,-,basic,,No,No,-,1,1,-,1,-,-,-,,-,-,バーベル,barra de pesas,barra de pesas,haltère,haltère,Langhantel,bilanciere,바벨,0089,1153,0162,0159,0754,0752,0840,0169,0567,1.4,2800,-,2F19,int_fns_barbell,No,,,,barbell,barbell,barbell
0092,barber's pole,barber's pole,,,Nooklings,C,Yes,"1,600",-,400,320,-,-,1x1,No,No,No,,,,,,151,-,-,-,colorful,colorful,-,cute,,No,No,-,1,1,-,1,-,-,-,,-,-,バーバーポール,poste de barbero,poste de barbero,enseigne barbier,enseigne barbier,Streifenstange,palo da barbiere,이발소 삼색원통,0090,1139,1244,1246,0592,0590,1486,0918,1101,1.0,1600,2BB7,2C61,int_oth_barber,No,,,,,,-
0093,barrel,barrel,,,Pascal,-,No,-,-,200,160,-,-,1x1,No,No,No,,,,,,351,pirate ship,Theme,Toy Shop,brown,brown,-,historical,,No,No,-,1,1,-,1,-,-,-,,-,-,たる,tonel,tonel,tonneau,tonneau,Fass,barile,나무통,0091,0928,1671,1669,1653,1653,0366,0146,0184,1.0,800,2A9F,2B49,int_pir_barrel01,No,,,,barrel,,barrel
0094,barrel planter,barrel planter (Natural),,,Campground Shop,-,No,-,-,400,320,-,Plant,1x1,No,No,No,,,-,-,-,151,-,-,-,brown,green,-,basic,,No,Yes,160,4,4,the barrel color,1,-,-,-,,-,-,バレルプランター,macetero barril,macetero barril,jardinière tonneau,jardinière tonneau,Pflanzkasten,fioriera in legno,나무통 식물,0092,1245,0880,0876,0836,0834,1091,0465,0185,1.4,1600,-,2FCF,rmk_oth_planter,No,,,,,barrel planter,barrel planter
0095,baseball set,baseball set,,,Campground Shop,-,No,-,-,300,240,-,-,1x1,No,No,Yes,,,,,,151,-,-,-,brown,brown,-,sporty,,No,No,-,1,1,-,1,-,-,-,,-,-,バットとグローブ,set de béisbol,set de béisbol,équipement baseball,équipement baseball,Baseball-Set,set da baseball,야구 세트,0093,1208,1399,1398,0607,0604,0127,1283,0963,1.4,1200,-,2F5C,int_sch_baseball,No,,,,baseball set,baseball set,baseball set
0096,basic display stand,basic display stand (White),,,Campground Shop,-,No,-,-,400,320,-,-,1x1,No,Yes,No,,,,,,151,-,-,-,white,white,-,official,,No,Yes,160,6,6,the body color,1,-,-,-,,-,-,よくあるちんれつだい,expositor sencillo,expositor sencillo,socle expo simple,socle expo simple,Warenauslage,espositore comune,평범한 진열대,0094,1607,0615,0613,1434,1433,1644,0430,1537,1.4,1600,-,2FB1,rmk_shp_tbl,No,,,,,basic display stand,basic display stand
0097,basic teacher's desk,basic teacher's desk,,,Leopold's RV,-,No,-,-,700,560,-,Table,2x1,No,Yes,No,,,,,,151,-,-,-,gray,brown,-,official,,No,No,-,1,1,-,1,-,-,-,,-,-,きょうたく,mesa de maestro,mesa de maestro,bureau du prof,bureau du prof,Schulpult,cattedra da prof.,교탁,0095,0433,0965,0964,0235,0233,1367,0278,0125,1.4,2800,-,2EEB,int_sch_teacher_table,No,,,,basic teacher's desk,basic teacher's desk,basic teacher's desk
0098,basic trash can,basic trash can (Light wood),,,Campground Shop,-,No,-,-,400,320,-,-,1x1,No,No,No,,,,,,151,-,-,-,brown,brown,-,basic,,No,Yes,160,6,6,the body color,1,-,-,-,,-,-,よくあるごみばこ,papelera práctica,papelera práctica,corbeille ordinaire,corbeille ordinaire,Abfallkorb,cestino in legno,평범한 휴지통,0096,1605,1168,1171,0537,0536,0017,0292,1539,1.4,1600,-,2FB9,rmk_oth_trash_f,No,,,,,basic trash can,basic trash can
0099,basket chair,basket chair (Natural brown - White),,,Stella's RV,-,No,-,-,400,320,-,Seat,1x1,No,No,No,,,Sit,-,Sit,151,-,-,-,yellow,white,-,basic,,No,Yes,160,20,4,the frame,5,the cushion,-,-,,-,-,バスケットチェア,silla redonda ratán,silla redonda ratán,chaise en osier,chaise en osier,Rattanstuhl,poltrona circolare,배스킷 체어,0097,1191,1468,1468,0362,0361,1185,1005,0591,1.4,1600,-,3011,rmk_oth_basket_chairS,No,,,,,basket chair,basket chair
0100,basketball hoop,basketball hoop,,,Nooklings,D,Yes,"2,120",-,530,424,-,-,2x2,No,No,No,,,,,,151,-,-,-,white,gray,-,sporty,,No,No,-,1,1,-,1,-,-,-,,-,-,バスケットのゴール,canasta,canasta,panneau de basket,panneau de basket,Basketballkorb,canestro basket,농구골대,0098,1192,0365,0363,1165,1163,0128,0232,0231,1.0,2120,2B5A,2C04,int_oth_basketgoal,No,,,,basketball hoop,,-
0101,bass,bass,,,Nooklings,C,Yes,"2,400",-,600,480,-,Instrument,1x1,No,No,No,,,Press,-,Press,151,string section,Set,-,brown,brown,-,basic,,No,No,-,1,1,-,1,-,-,-,,-,-,コントラバス,contrabajo,contrabajo,contrebasse,contrebasse,Kontrabass,contrabbasso,콘트라베이스,0099,0610,0510,0508,0532,0531,0773,0371,1363,1.0,2400,2B3E,2BE8,int_vio_bass,No,,,,-,,-
0102,bath mat,bath mat (Bath),,,Nooklings,A,Yes,600,-,150,120,-,-,2x1,No,No,No,,,,,,151,spa,Theme,Harmonious,green,green,-,basic,,No,Yes,60,3,3,the style,1,-,-,-,,-,-,おふろマット,alfombra baño,alfombra baño,tapis de bain,tapis de bain,Badematte,tappetino bagno,목욕탕 발판,0100,0258,0012,0011,1596,1596,0101,1442,0497,1.0,600,2B04,2BAE,rmk_oth_mat,No,,,,,,-
0103,bath set,bath set,,,Paolo's RV,-,No,-,-,300,240,-,-,1x1,No,No,Yes,,,,,,151,-,-,-,white,white,-,basic,,No,No,-,1,1,-,1,-,-,-,,-,-,おふろセット,set de aseo japonés,set de aseo japonés,bassine s. de bains,bassine s. de bains,Wasch-Set,set terme giapponesi,목욕 세트,0101,0256,1397,1396,0135,0134,1656,1298,0495,1.4,1200,-,2FF4,int_bth_chair,No,,,,,bath set,-
0104,bathroom shelf,bathroom shelf,,,Campground Shop,-,No,-,-,350,280,-,-,1x1,Yes,No,No,,,,,,151,-,-,-,white,gray,-,basic,,No,No,-,1,1,-,1,-,-,-,,-,-,よくしつのたな,estantería de baño,estantería de baño,tablette salle d'eau,tablette salle d'eau,Badezimmerregal,mensola da bagno,욕실 선반,0102,1610,0588,0586,1582,1582,0103,0768,1046,1.4,1400,-,300E,int_bth_wall,No,,,,,bathroom shelf,-
0105,bathroom sink,bathroom sink,,,Nooklings,A,Yes,"1,200",-,300,240,-,-,1x1,No,No,No,,,,,,151,-,-,-,white,white,-,basic,,No,No,-,1,1,-,1,-,-,-,,-,-,せんめんだい,lavabo,lavabo,meuble lavabo,meuble lavabo,Waschbecken,lavandino da bagno,세면대,0103,0845,0833,0834,1075,1074,1651,0645,0776,1.0,1200,2C8D,2D37,int_oth_washstand,Yes,,,,bathroom sink,bathroom sink,bathroom sink
