Name,Image,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Pattern Customize Options,Stack Size,Kit Cost,Kit Type,Cyrus Customize Price,Buy,Sell,Color 1,Color 2,Size,Surface,Exchange Price,Exchange Currency,Source,Source Notes,Season/Event,Season/Event Exclusive,HHA Base Points,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,HHA Category,Interact,Tag,Outdoor,Speaker Type,Lighting Type,Food Power,Catalog,Version Added,Unlocked?,Filename,Variant ID,Internal ID,Unique Entry ID
Baby bear,,Choco,Design,None,Shirt,No,No,Yes,Default; Custom; Sable,1,1,Normal,1000,1800,450,Brown,Brown,1x1,No,1600,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,NA,NA,103,fancy,child's room,None,bear,Doll,No,Animal,No,Does not play music,No lighting,NA,For sale,1.0.0,Yes,FtrBearS_Remake_2_0,2_0,1501,2T9YQNT5fZytrqrwK
Baby bear,,Choco,Design,Heart,Shirt,No,No,Yes,Default; Custom; Sable,1,1,Normal,1000,1800,450,Brown,Red,1x1,No,1600,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,NA,NA,103,fancy,child's room,None,bear,Doll,No,Animal,No,Does not play music,No lighting,NA,For sale,1.0.0,Yes,FtrBearS_Remake_2_1,2_1,1501,CD9XqwhPSre2zzNjX
Baby bear,,Choco,Design,Fish,Shirt,No,No,Yes,Default; Custom; Sable,1,1,Normal,1000,1800,450,Brown,Blue,1x1,No,1600,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,NA,NA,103,fancy,child's room,None,bear,Doll,No,Animal,No,Does not play music,No lighting,NA,For sale,1.0.0,Yes,FtrBearS_Remake_2_2,2_2,1501,ZKQ8SQtNRXhQ63ANr
Baby bear,,Choco,Design,Star,Shirt,No,No,Yes,Default; Custom; Sable,1,1,Normal,1000,1800,450,Brown,Yellow,1x1,No,1600,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,NA,NA,103,fancy,child's room,None,bear,Doll,No,Animal,No,Does not play music,No lighting,NA,For sale,1.0.0,Yes,FtrBearS_Remake_2_3,2_3,1501,muwwSKJHXGAeCmPEb
Baby bear,,Floral,Design,None,Shirt,No,No,Yes,Default; Custom; Sable,1,1,Normal,1000,1800,450,Blue,Pink,1x1,No,1600,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,NA,NA,103,fancy,child's room,None,bear,Doll,No,Animal,No,Does not play music,No lighting,NA,For sale,1.0.0,Yes,FtrBearS_Remake_3_0,3_0,1501,iC6uke9rdu6nFFZ9G
Baby bear,,Floral,Design,Heart,Shirt,No,No,Yes,Default; Custom; Sable,1,1,Normal,1000,1800,450,Blue,Red,1x1,No,1600,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,NA,NA,103,fancy,child's room,None,bear,Doll,No,Animal,No,Does not play music,No lighting,NA,For sale,1.0.0,Yes,FtrBearS_Remake_3_1,3_1,1501,JgZfkc4k6nyjwjv9Q
Baby bear,,Floral,Design,Fish,Shirt,No,No,Yes,Default; Custom; Sable,1,1,Normal,1000,1800,450,Blue,Blue,1x1,No,1600,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,NA,NA,103,fancy,child's room,None,bear,Doll,No,Animal,No,Does not play music,No lighting,NA,For sale,1.0.0,Yes,FtrBearS_Remake_3_2,3_2,1501,hycjnzbvHSdCXcCSJ
Baby bear,,Floral,Design,Star,Shirt,No,No,Yes,Default; Custom; Sable,1,1,Normal,1000,1800,450,Blue,Yellow,1x1,No,1600,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,NA,NA,103,fancy,child's room,None,bear,Doll,No,Animal,No,Does not play music,No lighting,NA,For sale,1.0.0,Yes,FtrBearS_Remake_3_3,3_3,1501,mjwTqXDWN6TXNtLoR
Baby bear,,Checkered,Design,None,Shirt,No,No,Yes,Default; Custom; Sable,1,1,Normal,1000,1800,450,Yellow,White,1x1,No,1600,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,NA,NA,103,fancy,child's room,None,bear,Doll,No,Animal,No,Does not play music,No lighting,NA,For sale,1.0.0,Yes,FtrBearS_Remake_4_0,4_0,1501,QJqqQh5tQR59LFLXP
Baby bear,,Checkered,Design,Heart,Shirt,No,No,Yes,Default; Custom; Sable,1,1,Normal,1000,1800,450,Yellow,Red,1x1,No,1600,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,NA,NA,103,fancy,child's room,None,bear,Doll,No,Animal,No,Does not play music,No lighting,NA,For sale,1.0.0,Yes,FtrBearS_Remake_4_1,4_1,1501,qBvYFruEFNxRRm4qF
Baby bear,,Checkered,Design,Fish,Shirt,No,No,Yes,Default; Custom; Sable,1,1,Normal,1000,1800,450,Yellow,Blue,1x1,No,1600,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,NA,NA,103,fancy,child's room,None,bear,Doll,No,Animal,No,Does not play music,No lighting,NA,For sale,1.0.0,Yes,FtrBearS_Remake_4_2,4_2,1501,pfbzHggDW8rLZyySF
Baby bear,,Checkered,Design,Star,Shirt,No,No,Yes,Default; Custom; Sable,1,1,Normal,1000,1800,450,Yellow,Yellow,1x1,No,1600,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,NA,NA,103,fancy,child's room,None,bear,Doll,No,Animal,No,Does not play music,No lighting,NA,For sale,1.0.0,Yes,FtrBearS_Remake_4_3,4_3,1501,5uqwwqA6dMAhQFpmm
Baby bear,,Tweed,Design,None,Shirt,No,No,Yes,Default; Custom; Sable,1,1,Normal,1000,1800,450,Colorful,Colorful,1x1,No,1600,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,NA,NA,103,fancy,child's room,None,bear,Doll,No,Animal,No,Does not play music,No lighting,NA,For sale,1.0.0,Yes,FtrBearS_Remake_5_0,5_0,1501,nPchvcMPNmZ7eDKJJ
Baby bear,,Tweed,Design,Heart,Shirt,No,No,Yes,Default; Custom; Sable,1,1,Normal,1000,1800,450,Colorful,Red,1x1,No,1600,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,NA,NA,103,fancy,child's room,None,bear,Doll,No,Animal,No,Does not play music,No lighting,NA,For sale,1.0.0,Yes,FtrBearS_Remake_5_1,5_1,1501,mgSKedtr9Lk4NTaWL
Baby bear,,Tweed,Design,Fish,Shirt,No,No,Yes,Default; Custom; Sable,1,1,Normal,1000,1800,450,Colorful,Blue,1x1,No,1600,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,NA,NA,103,fancy,child's room,None,bear,Doll,No,Animal,No,Does not play music,No lighting,NA,For sale,1.0.0,Yes,FtrBearS_Remake_5_2,5_2,1501,goji34uBiXDRhjkSv
Baby bear,,Tweed,Design,Star,Shirt,No,No,Yes,Default; Custom; Sable,1,1,Normal,1000,1800,450,Colorful,Yellow,1x1,No,1600,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,NA,NA,103,fancy,child's room,None,bear,Doll,No,Animal,No,Does not play music,No lighting,NA,For sale,1.0.0,Yes,FtrBearS_Remake_5_3,5_3,1501,qjt78GA8vEf5xDW5W
Baby panda,,NA,NA,NA,NA,No,No,No,NA,1,NA,None,NA,1800,450,Green,White,1x1,No,1600,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,NA,NA,103,fancy,child's room,None,panda,Doll,No,Animal,No,Does not play music,No lighting,NA,For sale,1.0.0,Yes,FtrPandaS,NA,9698,TrjKcMrQXJf7NCbta
backlit sign,,Black,Frame,ON AIR,Text,No,No,Yes,Default; Custom,1,3,Normal,2400,7260,1815,Black,Red,1x1,No,6500,Poki,Nook's Cranny; HHP Office,,NA,NA,103,None,None,None,None,None,Yes,Lamp,No,Does not play music,Monitor,NA,For sale,2.0.0,Yes,FtrLampSign_Remake_0_0,0_0,13747,pQZX6iBwFME7QkHms
backlit sign,,Black,Frame,OPEN,Text,No,No,Yes,Default; Custom,1,3,Normal,2400,7260,1815,Black,Green,1x1,No,6500,Poki,Nook's Cranny; HHP Office,,NA,NA,103,None,None,None,None,None,Yes,Lamp,No,Does not play music,Monitor,NA,For sale,2.0.0,Yes,FtrLampSign_Remake_0_1,0_1,13747,4NdtAzSBp44TzF8dq
backlit sign,,Black,Frame,CLOSED,Text,No,No,Yes,Default; Custom,1,3,Normal,2400,7260,1815,Black,Red,1x1,No,6500,Poki,Nook's Cranny; HHP Office,,NA,NA,103,None,None,None,None,None,Yes,Lamp,No,Does not play music,Monitor,NA,For sale,2.0.0,Yes,FtrLampSign_Remake_0_2,0_2,13747,8vM9XMAxfQiNLJbDC
backlit sign,,Black,Frame,WELCOME,Text,No,No,Yes,Default; Custom,1,3,Normal,2400,7260,1815,Black,Blue,1x1,No,6500,Poki,Nook's Cranny; HHP Office,,NA,NA,103,None,None,None,None,None,Yes,Lamp,No,Does not play music,Monitor,NA,For sale,2.0.0,Yes,FtrLampSign_Remake_0_3,0_3,13747,SB3ndtQvS6rBsqG3H
backlit sign,,Black,Frame,VIP,Text,No,No,Yes,Default; Custom,1,3,Normal,2400,7260,1815,Black,Yellow,1x1,No,6500,Poki,Nook's Cranny; HHP Office,,NA,NA,103,None,None,None,None,None,Yes,Lamp,No,Does not play music,Monitor,NA,For sale,2.0.0,Yes,FtrLampSign_Remake_0_4,0_4,13747,gP3aAonPaDEEdfBuz
backlit sign,,Black,Frame,DANGER,Text,No,No,Yes,Default; Custom,1,3,Normal,2400,7260,1815,Black,Yellow,1x1,No,6500,Poki,Nook's Cranny; HHP Office,,NA,NA,103,None,None,None,None,None,Yes,Lamp,No,Does not play music,Monitor,NA,For sale,2.0.0,Yes,FtrLampSign_Remake_0_5,0_5,13747,Ks8sekn3uT9QN2Bbq
backlit sign,,Black,Frame,Shiyouchu (In use),Text,No,No,Yes,Default; Custom,1,3,Normal,2400,7260,1815,Black,Red,1x1,No,6500,Poki,Nook's Cranny; HHP Office,,NA,NA,103,None,None,None,None,None,Yes,Lamp,No,Does not play music,Monitor,NA,For sale,2.0.0,Yes,FtrLampSign_Remake_0_6,0_6,13747,JFwdzcKscgnYPhNFC
backlit sign,,Black,Frame,Sagyouchu (Working),Text,No,No,Yes,Default; Custom,1,3,Normal,2400,7260,1815,Black,Green,1x1,No,6500,Poki,Nook's Cranny; HHP Office,,NA,NA,103,None,None,None,None,None,Yes,Lamp,No,Does not play music,Monitor,NA,For sale,2.0.0,Yes,FtrLampSign_Remake_0_7,0_7,13747,jLb6Zned7Gi7ojvqB
backlit sign,,Silver,Frame,ON AIR,Text,No,No,Yes,Default; Custom,1,3,Normal,2400,7260,1815,Gray,Red,1x1,No,6500,Poki,Nook's Cranny; HHP Office,,NA,NA,103,None,None,None,None,None,Yes,Lamp,No,Does not play music,Monitor,NA,For sale,2.0.0,Yes,FtrLampSign_Remake_1_0,1_0,13747,rku6qk9Qy5tZEt7KW
backlit sign,,Silver,Frame,OPEN,Text,No,No,Yes,Default; Custom,1,3,Normal,2400,7260,1815,Gray,Green,1x1,No,6500,Poki,Nook's Cranny; HHP Office,,NA,NA,103,None,None,None,None,None,Yes,Lamp,No,Does not play music,Monitor,NA,For sale,2.0.0,Yes,FtrLampSign_Remake_1_1,1_1,13747,fBTgwBzX2LDXP2uqq
backlit sign,,Silver,Frame,CLOSED,Text,No,No,Yes,Default; Custom,1,3,Normal,2400,7260,1815,Gray,Red,1x1,No,6500,Poki,Nook's Cranny; HHP Office,,NA,NA,103,None,None,None,None,None,Yes,Lamp,No,Does not play music,Monitor,NA,For sale,2.0.0,Yes,FtrLampSign_Remake_1_2,1_2,13747,2jBbSufGYkmZ5HqXr
backlit sign,,Silver,Frame,WELCOME,Text,No,No,Yes,Default; Custom,1,3,Normal,2400,7260,1815,Gray,Blue,1x1,No,6500,Poki,Nook's Cranny; HHP Office,,NA,NA,103,None,None,None,None,None,Yes,Lamp,No,Does not play music,Monitor,NA,For sale,2.0.0,Yes,FtrLampSign_Remake_1_3,1_3,13747,dpgxd4Y4h8sQfNX2d
backlit sign,,Silver,Frame,VIP,Text,No,No,Yes,Default; Custom,1,3,Normal,2400,7260,1815,Gray,Yellow,1x1,No,6500,Poki,Nook's Cranny; HHP Office,,NA,NA,103,None,None,None,None,None,Yes,Lamp,No,Does not play music,Monitor,NA,For sale,2.0.0,Yes,FtrLampSign_Remake_1_4,1_4,13747,hwGhnGKd9Ney8wBHo
backlit sign,,Silver,Frame,DANGER,Text,No,No,Yes,Default; Custom,1,3,Normal,2400,7260,1815,Gray,Yellow,1x1,No,6500,Poki,Nook's Cranny; HHP Office,,NA,NA,103,None,None,None,None,None,Yes,Lamp,No,Does not play music,Monitor,NA,For sale,2.0.0,Yes,FtrLampSign_Remake_1_5,1_5,13747,LxvCdh9W2Gb667ikp
backlit sign,,Silver,Frame,Shiyouchu (In use),Text,No,No,Yes,Default; Custom,1,3,Normal,2400,7260,1815,Gray,Red,1x1,No,6500,Poki,Nook's Cranny; HHP Office,,NA,NA,103,None,None,None,None,None,Yes,Lamp,No,Does not play music,Monitor,NA,For sale,2.0.0,Yes,FtrLampSign_Remake_1_6,1_6,13747,5Lb4nCfSPctJWAtwc
backlit sign,,Silver,Frame,Sagyouchu (Working),Text,No,No,Yes,Default; Custom,1,3,Normal,2400,7260,1815,Gray,Green,1x1,No,6500,Poki,Nook's Cranny; HHP Office,,NA,NA,103,None,None,None,None,None,Yes,Lamp,No,Does not play music,Monitor,NA,For sale,2.0.0,Yes,FtrLampSign_Remake_1_7,1_7,13747,xaj9W3RXXCRZncyXw
backlit sign,,White,Frame,ON AIR,Text,No,No,Yes,Default; Custom,1,3,Normal,2400,7260,1815,White,Red,1x1,No,6500,Poki,Nook's Cranny; HHP Office,,NA,NA,103,None,None,None,None,None,Yes,Lamp,No,Does not play music,Monitor,NA,For sale,2.0.0,Yes,FtrLampSign_Remake_2_0,2_0,13747,x6ha6MhzKDfEK5Ari
backlit sign,,White,Frame,OPEN,Text,No,No,Yes,Default; Custom,1,3,Normal,2400,7260,1815,White,Green,1x1,No,6500,Poki,Nook's Cranny; HHP Office,,NA,NA,103,None,None,None,None,None,Yes,Lamp,No,Does not play music,Monitor,NA,For sale,2.0.0,Yes,FtrLampSign_Remake_2_1,2_1,13747,3uzKLSv2fW7Z4aRor
backlit sign,,White,Frame,CLOSED,Text,No,No,Yes,Default; Custom,1,3,Normal,2400,7260,1815,White,Red,1x1,No,6500,Poki,Nook's Cranny; HHP Office,,NA,NA,103,None,None,None,None,None,Yes,Lamp,No,Does not play music,Monitor,NA,For sale,2.0.0,Yes,FtrLampSign_Remake_2_2,2_2,13747,GazC7CJCjeF6wZ3pJ
backlit sign,,White,Frame,WELCOME,Text,No,No,Yes,Default; Custom,1,3,Normal,2400,7260,1815,White,Blue,1x1,No,6500,Poki,Nook's Cranny; HHP Office,,NA,NA,103,None,None,None,None,None,Yes,Lamp,No,Does not play music,Monitor,NA,For sale,2.0.0,Yes,FtrLampSign_Remake_2_3,2_3,13747,92S3o2rdRLvoJYj8n
backlit sign,,White,Frame,VIP,Text,No,No,Yes,Default; Custom,1,3,Normal,2400,7260,1815,White,Yellow,1x1,No,6500,Poki,Nook's Cranny; HHP Office,,NA,NA,103,None,None,None,None,None,Yes,Lamp,No,Does not play music,Monitor,NA,For sale,2.0.0,Yes,FtrLampSign_Remake_2_4,2_4,13747,JD76Gk5ombqawc3zK
backlit sign,,White,Frame,DANGER,Text,No,No,Yes,Default; Custom,1,3,Normal,2400,7260,1815,White,Yellow,1x1,No,6500,Poki,Nook's Cranny; HHP Office,,NA,NA,103,None,None,None,None,None,Yes,Lamp,No,Does not play music,Monitor,NA,For sale,2.0.0,Yes,FtrLampSign_Remake_2_5,2_5,13747,REZ83uP2N6Rc7mzKW
backlit sign,,White,Frame,Shiyouchu (In use),Text,No,No,Yes,Default; Custom,1,3,Normal,2400,7260,1815,White,Red,1x1,No,6500,Poki,Nook's Cranny; HHP Office,,NA,NA,103,None,None,None,None,None,Yes,Lamp,No,Does not play music,Monitor,NA,For sale,2.0.0,Yes,FtrLampSign_Remake_2_6,2_6,13747,p6ZyQXpiYjuvGSMqP
backlit sign,,White,Frame,Sagyouchu (Working),Text,No,No,Yes,Default; Custom,1,3,Normal,2400,7260,1815,White,Green,1x1,No,6500,Poki,Nook's Cranny; HHP Office,,NA,NA,103,None,None,None,None,None,Yes,Lamp,No,Does not play music,Monitor,NA,For sale,2.0.0,Yes,FtrLampSign_Remake_2_7,2_7,13747,2M4Y5atJX4oEgcnEY
bagworm model,,NA,NA,NA,NA,No,No,No,NA,1,NA,None,NA,NFS,1800,Brown,Brown,1x1,No,NA,NA,Flick,Trade 3 insects to receive a model in the mail the next day,NA,NA,251,None,None,None,None,None,No,Insect,No,Does not play music,No lighting,NA,Not for sale,1.0.0,Yes,FtrInsectMinomushiToy,NA,7082,xPShFD4zcZx389xxz
baked potatoes,,NA,NA,NA,NA,Yes,No,No,NA,1,NA,None,NA,NFS,840,Yellow,Orange,1x1,No,NA,NA,Cooking,,NA,NA,103,party,restaurant,None,None,Food,No,DishFood,No,Does not play music,No lighting,5,Not for sale,2.0.0,Yes,FtrPotatobutter,NA,14465,XFiivNbtcPFmdjuGj
ball,,Basketball,Variation,NA,NA,No,No,No,NA,1,NA,None,1000,520,130,Orange,Black,1x1,No,470,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,NA,NA,103,sports,school,None,None,None,Yes,Sports,Yes,Does not play music,No lighting,NA,For sale,1.0.0,Yes,FtrBall_Remake_0_0,0_0,2010,kWNLESb9BwdejFzCw
ball,,Soccer ball,Variation,NA,NA,No,No,No,NA,1,NA,None,1000,520,130,White,Black,1x1,No,470,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,NA,NA,103,sports,school,None,None,None,Yes,Sports,Yes,Does not play music,No lighting,NA,For sale,1.0.0,Yes,FtrBall_Remake_1_0,1_0,2010,Tps4AsF9ZaDrhn2CN
ball,,Volleyball,Variation,NA,NA,No,No,No,NA,1,NA,None,1000,520,130,White,White,1x1,No,470,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,NA,NA,103,sports,school,None,None,None,Yes,Sports,Yes,Does not play music,No lighting,NA,For sale,1.0.0,Yes,FtrBall_Remake_2_0,2_0,2010,6Jr79mcuZsGGPJjK8
ball,,Dodgeball,Variation,NA,NA,No,No,No,NA,1,NA,None,1000,520,130,Yellow,Black,1x1,No,470,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,NA,NA,103,sports,school,None,None,None,Yes,Sports,Yes,Does not play music,No lighting,NA,For sale,1.0.0,Yes,FtrBall_Remake_3_0,3_0,2010,7FFD7gshDsb7mmB2X
bamboo candleholder,,Green bamboo,Bamboo,NA,NA,Yes,Yes,No,NA,1,2,Normal,1700,NFS,880,Green,Beige,1x1,No,NA,NA,Crafting,,NA,NA,103,harmonious,None,bamboo,None,Lighting,Yes,Lamp,No,Does not play music,Candle,NA,Not for sale,1.0.0,Yes,FtrBambooCandle_Remake_0_0,0_0,3554,WzyJkmGQKPRk7xyv9
bamboo candleholder,,Dried bamboo,Bamboo,NA,NA,Yes,Yes,No,NA,1,2,Normal,1700,NFS,880,Yellow,Beige,1x1,No,NA,NA,Crafting,,NA,NA,103,harmonious,None,bamboo,None,Lighting,Yes,Lamp,No,Does not play music,Candle,NA,Not for sale,1.0.0,Yes,FtrBambooCandle_Remake_1_0,1_0,3554,yNHBsocxFskBwynvR
bamboo candleholder,,Smoke-cured bamboo,Bamboo,NA,NA,Yes,Yes,No,NA,1,2,Normal,1700,NFS,880,Brown,Beige,1x1,No,NA,NA,Crafting,,NA,NA,103,harmonious,None,bamboo,None,Lighting,Yes,Lamp,No,Does not play music,Candle,NA,Not for sale,1.0.0,Yes,FtrBambooCandle_Remake_2_0,2_0,3554,7xMibNQTXMWZvPWGR
bamboo drum,,Green bamboo,Bamboo,NA,NA,Yes,Yes,No,NA,1,1,Normal,1000,NFS,720,Green,Pink,1x1,No,NA,NA,Crafting,,NA,NA,103,harmonious,None,bamboo,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,NA,Not for sale,1.0.0,Yes,FtrBamboodrum_Remake_0_0,0_0,4093,gg3aBipuGNFEeuyQb
bamboo drum,,Dried bamboo,Bamboo,NA,NA,Yes,Yes,No,NA,1,1,Normal,1000,NFS,720,Yellow,Orange,1x1,No,NA,NA,Crafting,,NA,NA,103,harmonious,None,bamboo,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,NA,Not for sale,1.0.0,Yes,FtrBamboodrum_Remake_1_0,1_0,4093,Pexz4E7q8zEQMgyK6
bamboo drum,,Smoke-cured bamboo,Bamboo,NA,NA,Yes,Yes,No,NA,1,1,Normal,1000,NFS,720,Brown,Aqua,1x1,No,NA,NA,Crafting,,NA,NA,103,harmonious,None,bamboo,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,NA,Not for sale,1.0.0,Yes,FtrBamboodrum_Remake_2_0,2_0,4093,XAEk7jqLzW3yD58sp
bamboo lunch box,,Green bamboo,Bamboo,NA,NA,Yes,Yes,No,NA,1,1,Normal,1000,NFS,640,Green,Colorful,1x1,No,NA,NA,Crafting,,NA,NA,103,harmonious,None,bamboo,None,None,No,Dining,No,Does not play music,No lighting,NA,Not for sale,1.0.0,Yes,FtrBambooLunch_Remake_0_0,0_0,5978,XTFhsR3P4ybuZhc3d
bamboo lunch box,,Dried bamboo,Bamboo,NA,NA,Yes,Yes,No,NA,1,1,Normal,1000,NFS,640,Yellow,Colorful,1x1,No,NA,NA,Crafting,,NA,NA,103,harmonious,None,bamboo,None,None,No,Dining,No,Does not play music,No lighting,NA,Not for sale,1.0.0,Yes,FtrBambooLunch_Remake_1_0,1_0,5978,6AMme4wZdRJtrLuTj
bamboo lunch box,,Smoke-cured bamboo,Bamboo,NA,NA,Yes,Yes,No,NA,1,1,Normal,1000,NFS,640,Brown,Colorful,1x1,No,NA,NA,Crafting,,NA,NA,103,harmonious,None,bamboo,None,None,No,Dining,No,Does not play music,No lighting,NA,Not for sale,1.0.0,Yes,FtrBambooLunch_Remake_2_0,2_0,5978,sS2JrzYMRLDbsNAxB
bamboo sphere,,Green bamboo,Bamboo,NA,NA,Yes,Yes,No,NA,1,1,Normal,1000,NFS,480,Green,Blue,1x1,No,NA,NA,Crafting,,NA,NA,103,harmonious,None,bamboo,None,SmallGoods,No,Plants,No,Does not play music,No lighting,NA,Not for sale,1.0.0,Yes,FtrBambooBall_Remake_0_0,0_0,5976,MyMNc3DYkCywyNQfd
bamboo sphere,,Dried bamboo,Bamboo,NA,NA,Yes,Yes,No,NA,1,1,Normal,1000,NFS,480,Yellow,Purple,1x1,No,NA,NA,Crafting,,NA,NA,103,harmonious,None,bamboo,None,SmallGoods,No,Plants,No,Does not play music,No lighting,NA,Not for sale,1.0.0,Yes,FtrBambooBall_Remake_1_0,1_0,5976,ZPTZa8nL2qZzec7Mn
bamboo sphere,,Smoke-cured bamboo,Bamboo,NA,NA,Yes,Yes,No,NA,1,1,Normal,1000,NFS,480,Brown,White,1x1,No,NA,NA,Crafting,,NA,NA,103,harmonious,None,bamboo,None,SmallGoods,No,Plants,No,Does not play music,No lighting,NA,Not for sale,1.0.0,Yes,FtrBambooBall_Remake_2_0,2_0,5976,5uyxDdyRak9EPGhur
bamboo-shoot lamp,,NA,NA,NA,NA,Yes,No,No,NA,1,NA,None,NA,NFS,4900,Brown,Beige,1x1,No,NA,NA,Crafting,,young spring bamboo,Yes,201,harmonious,None,bamboo,None,Lighting,Yes,Lamp,No,Does not play music,Fluorescent,NA,Not for sale,1.0.0,Yes,FtrBambooshootLamp,NA,5977,9j4wh3muQeG6F8Kz2
bamboo-shoot soup,,NA,NA,NA,NA,Yes,No,No,NA,1,NA,None,NA,NFS,1000,Orange,Brown,1x1,No,NA,NA,Cooking,,NA,NA,103,harmonious,restaurant,None,None,Food,No,DishFood,No,Does not play music,No lighting,5,Not for sale,2.0.0,Yes,FtrSoupBambooshoot,NA,13943,S7uvuQevBFZ8TnY7o
banker's lamp,,Green,Color,NA,NA,No,No,No,NA,1,NA,None,1000,1600,400,Green,Brown,1x1,No,1400,Poki,Nook's Cranny; HHP Office,,NA,NA,103,facility,den,None,None,Lighting,Yes,Lamp,No,Does not play music,Fluorescent,NA,For sale,2.0.0,Yes,FtrLampBankers_Remake_0_0,0_0,13507,W7duhFiqMyQdqWkRL
banker's lamp,,Blue,Color,NA,NA,No,No,No,NA,1,NA,None,1000,1600,400,Blue,Brown,1x1,No,1400,Poki,Nook's Cranny; HHP Office,,NA,NA,103,facility,den,None,None,Lighting,Yes,Lamp,No,Does not play music,Fluorescent,NA,For sale,2.0.0,Yes,FtrLampBankers_Remake_1_0,1_0,13507,b8tqQTgiZSMhqH8YY
banker's lamp,,White,Color,NA,NA,No,No,No,NA,1,NA,None,1000,1600,400,White,Beige,1x1,No,1400,Poki,Nook's Cranny; HHP Office,,NA,NA,103,facility,den,None,None,Lighting,Yes,Lamp,No,Does not play music,Fluorescent,NA,For sale,2.0.0,Yes,FtrLampBankers_Remake_2_0,2_0,13507,EpWGPLpaCyPGDN65f
banker's lamp,,Black,Color,NA,NA,No,No,No,NA,1,NA,None,1000,1600,400,Black,Gray,1x1,No,1400,Poki,Nook's Cranny; HHP Office,,NA,NA,103,facility,den,None,None,Lighting,Yes,Lamp,No,Does not play music,Fluorescent,NA,For sale,2.0.0,Yes,FtrLampBankers_Remake_3_0,3_0,13507,fhGnAJzKrPs8etsTg
banker's lamp,,Orange,Color,NA,NA,No,No,No,NA,1,NA,None,1000,1600,400,Orange,Brown,1x1,No,1400,Poki,Nook's Cranny; HHP Office,,NA,NA,103,facility,den,None,None,Lighting,Yes,Lamp,No,Does not play music,Fluorescent,NA,For sale,2.0.0,Yes,FtrLampBankers_Remake_4_0,4_0,13507,qGCRZ7mwcCSBtZuAt
barred knifejaw model,,NA,NA,NA,NA,No,No,No,NA,1,NA,None,NA,NFS,15000,White,Black,1x1,No,NA,NA,C.J.,Trade 3 fish to receive a model in the mail the next day,NA,NA,251,None,None,None,None,None,No,Fish,No,Does not play music,No lighting,NA,Not for sale,1.0.0,Yes,FtrFishIshidaiToy,NA,6959,T9JBnkxBRJenY33Bg
barred-knifejaw carpaccio,,NA,NA,NA,NA,Yes,No,No,NA,1,NA,None,NA,NFS,6000,White,Green,1x1,No,NA,NA,Cooking,,NA,NA,103,party,restaurant,None,None,Food,No,DishFood,No,Does not play music,No lighting,5,Not for sale,2.0.0,Yes,FtrCarpaccioBeakfish,NA,14168,sjjGCHu5wkhWSwgNq
barreleye model,,NA,NA,NA,NA,No,No,No,NA,1,NA,None,NA,NFS,45000,Black,Black,1x1,No,NA,NA,C.J.,Trade 3 fish to receive a model in the mail the next day,NA,NA,251,None,None,None,None,None,No,Fish,No,Does not play music,No lighting,NA,Not for sale,1.0.0,Yes,FtrFishDemenigisuToy,NA,6943,3Gucpfk3GP7mTsQtJ
baseball set,,Red & tan,Color,NA,NA,No,No,No,NA,1,NA,None,1000,1300,325,Orange,Red,1x1,No,1200,Poki,Nook's Cranny; HHP Office,,NA,NA,103,child's room,sports,None,None,None,No,Sports,Yes,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrBaseball_Remake_0_0,0_0,12344,uzJ4NwgJ9qBfbz3PB
