Name,Image,Texture,Source,Sell Price (Re-Tail),HHA Base Points,When HHA Lucky,Favorite Saying,Name (English EU),Name (Japanese),Name (Spanish NA),Name (Spanish EU),Name (French NA),Name (French EU),Name (German),Name (Italian),Name (Korean),Version Added,Hex ID (1.0),Hex ID (1.4),Model Filename,New To Series,Name (WW),Name (NH),Name (HHD),Name (PC)
Spike's pic,,,Villagers,10,451,While Spike Living in Town,,pic of Spike,スクワットのしゃしん,foto de Cornio,foto de Cornio,photo de Rhino,photo de Rhino,Foto von Atze,foto di Bruto,스쿼트 사진,1.4,-,32DF,brm_rhn02,,,Spike's photo,,Spike's pic
Spork's pic,,,Villagers,10,451,While Spork Living in Town,,pic of Crackle,ポークのしゃしん,foto de Espork,foto de Espork,photo de Justin,photo de Justin,Foto von Schwarte,foto di Cicciolo,포크 사진,1.0,2FEE,32BD,brm_pig05,,,Spork's photo,,Spork's pic
Sprinkles's pic,,,Villagers,10,451,While Sprinkle Living in Town,,pic of Sprinkles,フラッペのしゃしん,foto de Rizolda,foto de Rizolda,photo de Laurie,photo de Laurie,Foto von Svenja,foto di Brina,크리미 사진,1.0,2FE8,32B7,brm_pgn14,,,Sprinkle's photo,,Sprinkles's pic
Sprocket's pic,,,Villagers,10,451,While Sprocket Living in Town,,pic of Sprocket,ヘルツのしゃしん,foto de Ráfaga,foto de Ráfaga,photo de Laflèche,photo de Laflèche,Foto von Lutz,foto di Frankie,헤르츠 사진,1.4,-,329B,brm_ost03,,,Sprocket's photo,,Sprocket's pic
Static's pic,,,Villagers,10,451,While Static Living in Town,,pic of Static,スパークのしゃしん,foto de Protón,foto de Protón,photo d'Électro,photo d'Électro,Foto von Rudolf,foto di Protone,스파크 사진,1.0,301E,32F8,brm_squ08,,,Static's photo,,Static's pic
Stella's pic,,,Villagers,10,451,While Stella Living in Town,,pic of Stella,アクリルのしゃしん,foto de Merina,foto de Merina,photo de Bigoudi,photo de Bigoudi,Foto von Stella,foto di Merina,아크릴 사진,1.4,-,32E6,brm_shp03,,,Stella's photo,,Stella's pic
Sterling's pic,,,Villagers,10,451,While Sterling Living in Town,,pic of Sterling,ギンカクのしゃしん,foto de Arni,foto de Arni,photo de Manfred,photo de Manfred,Foto von Horst,foto di Beccodì,은수리 사진,1.0,2FDA,32A8,brm_pbr07,,,Sterling's photo,,Sterling's pic
Stinky's pic,,,Villagers,10,451,While Stinky Living in Town,,pic of Stinky,アセクサのしゃしん,foto de Micifuz,foto de Micifuz,photo de Tupux,photo de Tupux,Foto von Stefan,foto di Puzzolo,땀띠 사진,1.0,2F15,31BD,brm_cat13,,,Stinky's photo,,Stinky's pic
Stitches's pic,,,Villagers,10,451,While Stitches Living in Town,,pic of Stitches,パッチのしゃしん,foto de Parches,foto de Parches,photo de Miro,photo de Miro,Foto von Berry,foto di Toppetta,패치 사진,1.0,2F23,31CC,brm_cbr05,,,Stitches's photo,,Stitches's pic
Stu's pic,,,Villagers,10,451,While Stu Living in Town,,pic of Stu,モーリスのしゃしん,foto de Vitorino,foto de Vitorino,photo de Beubeu,photo de Beubeu,Foto von Carlos,foto di Carlos,모리스 사진,1.4,-,31AC,brm_bul03,,,Stu's photo,,Stu's pic
Sydney's pic,,,Villagers,10,451,While Sydney Living in Town,,pic of Sydney,シドニーのしゃしん,foto de Sidney,foto de Sidney,photo de Koaline,photo de Koaline,Foto von Silke,foto di Sidney,시드니 사진,1.0,2FA4,3268,brm_kal03,,,Sydney's photo,,Sydney's pic
Sylvana's pic,,,Villagers,10,451,While Sylvana Living in Town,,pic of Sylvana,もんぺのしゃしん,foto de Silvana,foto de Silvana,photo de Mounia,photo de Mounia,Foto von Maren,foto di Silvana,실바나 사진,1.4,-,32FD,brm_squ14,,,Sylvana's photo,,Sylvana's pic
Sylvia's pic,,,Villagers,10,451,While Sylvia Living in Town,,pic of Sylvia,シルビアのしゃしん,foto de Cándida,foto de Cándida,photo de Madsi,photo de Madsi,Foto von Sylvia,foto di Silvia,실비아 사진,1.0,2FAC,3272,brm_kgr06,,,Sylvia's photo,,Sylvia's pic
T-Bone's pic,,,Villagers,10,451,While T-Bone Living in Town,,pic of T-Bone,ボルシチのしゃしん,foto de Bovi,foto de Bovi,photo de Steakos,photo de Steakos,Foto von Marius,foto di Victor,티본 사진,1.0,2F05,31AD,brm_bul05,,,T-Bone's photo,,T-Bone's pic
Tabby's pic,,,Villagers,10,451,While Tabby Living in Town,,pic of Tabby,トラこのしゃしん,foto de Liana,foto de Liana,photo de Tigri,photo de Tigri,Foto von Zita,foto di Lisca,호냥이 사진,1.0,2F14,31BC,brm_cat12,,,Tabby's photo,,Tabby's pic
Tad's pic,,,Villagers,10,451,While Tad Living in Town,,pic of Tad,タンボのしゃしん,foto de Saltonio,foto de Saltonio,photo de Rénato,photo de Rénato,Foto von Paul,foto di Achille,텀보 사진,1.4,-,322A,brm_flg09,,,Tad's photo,,Tad's pic
Tammi's pic,,,Villagers,10,451,While Tammi Living in Town,,pic of Tammi,エイプリルのしゃしん,foto de Tami,foto de Tami,photo de Lili,photo de Lili,Foto von Bonni,foto di Tammi,에이프릴 사진,1.0,2FB7,327F,brm_mnk03,,,Tammi's photo,,Tammi's pic
Tammy's pic,,,Villagers,10,451,While Tammy Living in Town,,pic of Tammy,アネッサのしゃしん,foto de Aída,foto de Aída,photo de Vanessa,photo de Vanessa,Foto von Tatjana,foto di Tamara,아네사 사진,1.0,2F29,31D5,brm_cbr17,,,Tammy's photo,,Tammy's pic
Tangy's pic,,,Villagers,10,451,While Tangy Living in Town,,pic of Tangy,ヒャクパーのしゃしん,foto de Tricia,foto de Tricia,photo de Marine,photo de Marine,Foto von Tanja,foto di Arancina,백프로 사진,1.0,2F0D,31B5,brm_cat05,,,Tangy's photo,,Tangy's pic
Tank's pic,,,Villagers,10,451,While Tank Living in Town,,pic of Tank,くるぶしのしゃしん,foto de Aníbal,foto de Aníbal,photo de Ben,photo de Ben,Foto von Frank,foto di Rinaldo,탱크 사진,1.0,3008,32DD,brm_rhn00,,,Tank's photo,,Tank's pic
Tasha's pic,,,Villagers,10,451,While Tasha Living in Town,,pic of Tasha,ナターシャのしゃしん,foto de Tania,foto de Tania,photo de Nadeige,photo de Nadeige,Foto von Natalja,foto di Teresa,나타샤 사진,1.4,-,32FC,brm_squ13,,,Tasha's photo,,Tasha's pic
Teddy's pic,,,Villagers,10,451,While Teddy Living in Town,,pic of Teddy,たいへいたのしゃしん,foto de Teddy,foto de Teddy,photo de Teddy,photo de Teddy,Foto von Torsten,foto di Teddy,병태 사진,1.0,2EED,318E,brm_bea00,,,Teddy's photo,,Teddy's pic
Tex's pic,,,Villagers,10,451,While Tex Living in Town,,pic of Tex,ボルトのしゃしん,foto de Tomeo,foto de Tomeo,photo d'Émilien,photo d'Émilien,Foto von Matze,foto di Freddy,볼트 사진,1.0,2FE6,32B5,brm_pgn12,,,Tex's photo,,Tex's pic
Tia's pic,,,Villagers,10,451,While Tia Living in Town,,pic of Tia,ティーナのしゃしん,foto de Meralda,foto de Meralda,photo de Fanny,photo de Fanny,Foto von Eleonore,foto di Fanny,티나 사진,1.0,2F69,3220,brm_elp10,,,Tia's photo,,Tia's pic
Tiffany's pic,,,Villagers,10,451,While Tiffany Living in Town,,pic of Tiffany,バズレーのしゃしん,foto de Tiffany,foto de Tiffany,photo de Tiphaine,photo de Tiphaine,Foto von Michelle,foto di Stefania,바슬레 사진,1.0,2FFD,32CF,brm_rbt07,,,Tiffany's photo,,Tiffany's pic
Timbra's pic,,,Villagers,10,451,While Timbra Living in Town,,pic of Timbra,つかさのしゃしん,foto de Hebra,foto de Hebra,photo de Sélène,photo de Sélène,Foto von Tippsi,foto di Ambra,잔디 사진,1.0,3012,32EB,brm_shp10,,,Timbra's photo,,Timbra's pic
Timmy's pic,,,Timmy amiibo gift,10,499,-,,pic of Timmy,まめきちのしゃしん,foto de Tendo,foto de Tendo,photo de Méli,photo de Méli,Foto von Nepp,foto di Mirco,콩돌이 사진,1.4,-,3329,int_bromide_lrn01,,,-,,-
Tipper's pic,,,Villagers,10,451,While Tipper Living in Town,,pic of Tipper,まきばのしゃしん,foto de Pinta,foto de Pinta,photo de Valé,photo de Valé,Foto von Angela,foto di Tipper,마틸다 사진,1.0,2F33,31E1,brm_cow01,,,Tipper's photo,,Tipper's pic
Toby's pic,,,Villagers,10,451,While Toby Living in Town,,pic of Toby,トビーのしゃしん,foto de Toby,foto de Toby,photo de Toby,photo de Toby,Foto von Toby,foto di Toby,토비 사진,1.4,-,32DC,brm_rbt20,,,Toby's photo,,Toby's pic
Tom Nook's pic,,,Tom Nook amiibo gift,10,499,-,,pic of Tom Nook,たぬきちのしゃしん,foto de Tom Nook,foto de Tom Nook,photo de Tom Nook,photo de Tom Nook,Foto von Tom Nook,foto di Tom Nook,너굴 사진,1.4,-,3339,int_bromide_rci,,,Tom Nook's photo,,-
Tom's pic,,,Villagers,10,451,While Tom Living in Town,,pic of Tom,バンタムのしゃしん,foto de Zapirón,foto de Zapirón,photo de Tom,photo de Tom,Foto von Timo,foto di Isidoro,밴덤 사진,1.0,2F17,31BF,brm_cat15,,,Tom's photo,,Tom's pic
Tommy's pic,,,Tommy amiibo gift,10,499,-,,pic of Tommy,つぶきちのしゃしん,foto de Nendo,foto de Nendo,photo de Mélo,photo de Mélo,Foto von Schlepp,foto di Marco,밤돌이 사진,1.4,-,3328,int_bromide_lrn00,,,-,,-
Tortimer's pic,,,Tortimer amiibo gift,10,499,-,,pic of Tortimer,コトブキのしゃしん,foto de Tórtimer,foto de Tórtimer,photo de Tortimer,photo de Tortimer,Foto von Törtel,foto di Tortimer,고북 사진,1.4,-,333E,int_bromide_ttl,,,Tortimer's photo,,-
Truffles's pic,,,Villagers,10,451,While Truffles Living in Town,,pic of Truffles,トンコのしゃしん,foto de Trufas,foto de Trufas,photo de Trufa,photo de Trufa,Foto von Luzie,foto di Grufetta,탱고 사진,1.0,2FEA,32B9,brm_pig01,,,Truffles's photo,,Truffles's pic
Tucker's pic,,,Villagers,10,451,While Tucker Living in Town,,pic of Tucker,はじめのしゃしん,foto de Pirolo,foto de Pirolo,photo de Barry,photo de Barry,Foto von Thorsten,foto di Sventolo,맘모 사진,1.0,2F68,321F,brm_elp09,,,Tucker's photo,,Tucker's pic
Tutu's pic,,,Villagers,10,451,While Tutu Living in Town,,pic of Tutu,れんにゅうのしゃしん,foto de Tutú,foto de Tutú,photo de Tutu,photo de Tutu,Foto von Mandy,foto di Lola,연유 사진,1.0,2EF3,3194,brm_bea07,,,Tutu's photo,,Tutu's pic
Twiggy's pic,,,Villagers,10,451,While Twiggy Living in Town,,pic of Twiggy,ピーチクのしゃしん,foto de Tití,foto de Tití,photo de Titi,photo de Titi,Foto von Twiggy,foto di Titti,핀틱 사진,1.0,2EFC,319F,brm_brd03,,,Twiggy's photo,,Twiggy's pic
Tybalt's pic,,,Villagers,10,451,While Tybalt Living in Town,,pic of Tybalt,ハリマオのしゃしん,foto de Teobaldo,foto de Teobaldo,photo de Jeff,photo de Jeff,Foto von Arne,foto di Ubaldo,티볼트 사진,1.4,-,3306,brm_tig02,,,Tybalt's photo,,Tybalt's pic
Ursala's pic,,,Villagers,10,451,While Ursala Living in Town,,pic of Ursala,ネーヤのしゃしん,foto de Úrsula,foto de Úrsula,photo d'Oursula,photo d'Oursula,Foto von Ursula,foto di Ursula,네이아 사진,1.4,-,3195,brm_bea08,,,Ursala's photo,,Ursala's pic
Velma's pic,,,Villagers,10,451,While Velma Living in Town,,pic of Velma,ピティエのしゃしん,foto de Erika,foto de Erika,photo de Véra,photo de Véra,Foto von Wilma,foto di Belarda,벨마 사진,1.0,2F7C,3238,brm_goa06,,,Velma's photo,,Velma's pic
Vesta's pic,,,Villagers,10,451,While Vesta Living in Town,,pic of Vesta,メリヤスのしゃしん,foto de Vesta,foto de Vesta,photo d'Hélaine,photo d'Hélaine,Foto von Dolly,foto di Lanella,메리어스 사진,1.0,300C,32E3,brm_shp00,,,Vesta's photo,,Vesta's pic
Vic's pic,,,Villagers,10,451,While Vic Living in Town,,pic of Vic,ノルマンのしゃしん,foto de Artorito,foto de Artorito,photo de Toto,photo de Toto,Foto von Klaus,foto di Paco,노르망 사진,1.0,2F07,31AF,brm_bul08,,,Vic's photo,,Vic's pic
Viché's pic,,,Villagers,10,451,While Viché Living in Town,,pic of Viché,みさきのしゃしん,foto de Ardelta,foto de Ardelta,photo de Mara,photo de Mara,Foto von L-Pyon,foto di Vicky,미사키 사진,1.4,-,3303,brm_squ20,,,-,,-
Victoria's pic,,,Villagers,10,451,While Victoria Living in Town,,pic of Victoria,セントアローのしゃしん,foto de Victoria,foto de Victoria,photo de Victoria,photo de Victoria,Foto von Emma,foto di Vittoria,센트엘로 사진,1.0,2F95,3256,brm_hrs01,,,Victoria's photo,,Victoria's pic
Violet's pic,,,Villagers,10,451,While Violet Living in Town,,pic of Violet,ウズメのしゃしん,foto de Magenta,foto de Magenta,photo de Gaëlle,photo de Gaëlle,Foto von Konga,foto di Konga,줌마 사진,1.0,2F82,3240,brm_gor07,,,Violet's photo,,Violet's pic
Vivian's pic,,,Villagers,10,451,While Vivian Living in Town,,pic of Vivian,ヴァネッサのしゃしん,foto de Viviana,foto de Viviana,photo de Viviane,photo de Viviane,Foto von Viviane,foto di Viviana,바네사 사진,1.4,-,3312,brm_wol08,,,Vivian's photo,,Vivian's pic
Vladimir's pic,,,Villagers,10,451,While Vladimir Living in Town,,pic of Vladimir,ガビのしゃしん,foto de Vladimir,foto de Vladimir,photo de Vladimir,photo de Vladimir,Foto von Vladimir,foto di Vladimir,곰비 사진,1.0,2F24,31CD,brm_cbr06,,,Vladimir's photo,,Vladimir's pic
Wade's pic,,,Villagers,10,451,While Wade Living in Town,,pic of Wade,カマボコのしゃしん,foto de Petín,foto de Petín,photo de Miglou,photo de Miglou,Foto von Staksi,foto di Plinio,호떡 사진,1.4,-,32B2,brm_pgn09,,,Wade's photo,,Wade's pic
Walker's pic,,,Villagers,10,451,While Walker Living in Town,,pic of Walker,ベンのしゃしん,foto de Miki,foto de Miki,photo de George,photo de George,Foto von Fido,foto di Walter,벤 사진,1.0,2F4B,31FC,brm_dog06,,,Walker's photo,,Walker's pic
Walt's pic,,,Villagers,10,451,While Walt Living in Town,,pic of Walt,カンロクのしゃしん,foto de Brinco,foto de Brinco,photo de Walt,photo de Walt,Foto von Sinan,foto di Zompo,관록 사진,1.0,2FAD,3273,brm_kgr08,,,Walt's photo,,Walt's pic
Wart Jr.'s pic,,,Villagers,10,451,While Wart Jr. Living in Town,,pic of Wart Jr.,サムのしゃしん,foto de Saponcio,foto de Saponcio,photo de Crakos,photo de Crakos,Foto von Warzi,foto di Porro,샘 사진,1.0,2F6F,3227,brm_flg05,,,Wart Jr.'s photo,,Wart Jr.'s pic
Weber's pic,,,Villagers,10,451,While Weber Living in Town,,pic of Weber,アチョットのしゃしん,foto de Paticio,foto de Paticio,photo de Bébert,photo de Bébert,Foto von Volker,foto di Pasquale,아잠만 사진,1.4,-,3211,brm_duk11,,,Weber's photo,,Weber's pic
Wendell's pic,,,Wendell amiibo gift,10,499,-,,pic of Wendell,セイイチのしゃしん,foto de Da Morsi,foto de Da Morsi,photo de Morsicus,photo de Morsicus,Foto von Winci,foto di Van Trik,고파유 사진,1.4,-,334A,int_bromide_wrl,,,Wendell's photo,,-
Wendy's pic,,,Villagers,10,451,While Wendy Living in Town,,pic of Wendy,みぞれのしゃしん,foto de Franela,foto de Franela,photo de Karen,photo de Karen,Foto von Wolli,foto di Agnola,눈송이 사진,1.0,3011,32EA,brm_shp09,,,Wendy's photo,,Wendy's pic
Whitney's pic,,,Villagers,10,451,While Whitney Living in Town,,pic of Whitney,ビアンカのしゃしん,foto de Lupe,foto de Lupe,photo de Blanche,photo de Blanche,Foto von Lupa,foto di Bianca,비앙카 사진,1.0,302F,330E,brm_wol03,,,Whitney's photo,,Whitney's pic
Willow's pic,,,Villagers,10,451,While Willow Living in Town,,pic of Willow,マリーのしゃしん,foto de Cuqui,foto de Cuqui,photo de Maï,photo de Maï,Foto von Natascha,foto di Belinda,마리 사진,1.0,300F,32E8,brm_shp07,,,Willow's photo,,Willow's pic
Winnie's pic,,,Villagers,10,451,While Winnie Living in Town,,pic of Winnie,マキバスターのしゃしん,foto de Soonia,foto de Soonia,photo d'Anne,photo d'Anne,Foto von Walli,foto di Clara,카로틴 사진,1.0,2F99,325A,brm_hrs05,,,Winnie's photo,,Winnie's pic
Wolf Link's pic,,,Villagers,10,451,While Wolf Link Living in Town,,pic of Wolf Link,ウルフリンクのしゃしん,foto de Link Lobo,foto de Link Lobo,photo de Link loup,photo de Link loup,Foto von Wolf-Link,foto di Link lupo,울프 링크 사진,1.4,-,3315,brm_wol11,,,-,,-
Wolfgang's pic,,,Villagers,10,451,While Wolfgang Living in Town,,pic of Wolfgang,ロボのしゃしん,foto de Wolfi,foto de Wolfi,photo de Wolfgang,photo de Wolfgang,Foto von Weber,foto di Wolfgang,로보 사진,1.0,302E,330D,brm_wol02,,,Wolfgang's photo,,Wolfgang's pic
Yuka's pic,,,Villagers,10,451,While Yuka Living in Town,,pic of Yuka,ユーカリのしゃしん,foto de Yuka,foto de Yuka,photo de Calypso,photo de Calypso,Foto von Ute,foto di Yuka,유카리 사진,1.0,2FA1,3265,brm_kal00,,,Yuka's photo,,Yuka's pic
Zell's pic,,,Villagers,10,451,While Zell Living in Town,,pic of Zell,ネルソンのしゃしん,foto de Corvilo,foto de Corvilo,photo de Régis,photo de Régis,Foto von Walter,foto di Antilio,넬슨 사진,1.0,2F3D,31ED,brm_der02,,,Zell's photo,,Zell's pic
Zipper's pic,,,Zipper,10,499,-,,pic of Zipper,ぴょんたろうのしゃしん,foto de Coti,foto de Coti,photo d'Albin,photo d'Albin,Foto von Ohs,foto di Ovidio,토빗 사진,1.0,3035,3347,int_bromide_pyn,,,Zipper's photo,,-
Zucker's pic,,,Villagers,10,451,While Zucker Living in Town,,pic of Zucker,タコヤのしゃしん,foto de Paulino,foto de Paulino,photo de Marvin,photo de Marvin,Foto von Ottokar,foto di Poldo,탁호 사진,1.0,2FCD,3296,brm_oct02,,,Zucker's photo,,Zucker's pic
